Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Outcome,Home_Attack,Home_Defense,Away_Defense,Away_Attack,Home_Exp_Goals,Away_Exp_Goals,Power_Diff
2021-22,Kwara United,Lobi Stars,1,0,Home Win,1.36,0.47,1.64,0.58,1.5,0.52,0.98
2021-22,Kwara United,MFM,3,0,Home Win,1.36,0.47,1.79,0.42,1.57,0.44,1.13
2021-22,Kwara United,Nasarawa United,3,0,Home Win,1.36,0.47,1.55,0.67,1.45,0.57,0.88
2021-22,Kwara United,Niger Tornadoes,1,0,Home Win,1.36,0.47,1.49,0.63,1.42,0.55,0.88
2021-22,Kwara United,Plateau United,1,1,Draw,1.36,0.47,1.55,0.81,1.46,0.64,0.82
2021-22,Kwara United,Remo Stars,2,1,Home Win,1.36,0.47,1.38,0.75,1.37,0.61,0.76
2021-22,Kwara United,Rivers United,2,1,Home Win,1.36,0.47,1.15,0.7,1.26,0.58,0.67
2021-22,Kwara United,Shooting Stars,3,1,Home Win,1.36,0.47,1.52,0.64,1.44,0.55,0.88
2021-22,Kwara United,Sunshine Stars,1,0,Home Win,1.36,0.47,1.42,0.45,1.39,0.46,0.93
2021-22,Kwara United,Wikki Tourists,1,0,Home Win,1.36,0.47,1.5,0.5,1.43,0.48,0.95
2021-22,Lobi Stars,Abia Warriors,1,2,Away Win,1.45,0.89,1.72,0.8,1.59,0.85,0.74
2021-22,Lobi Stars,Akwa United,1,0,Home Win,1.45,0.89,1.35,0.56,1.4,0.73,0.67
2021-22,Lobi Stars,Dakkada,1,0,Home Win,1.45,0.89,1.89,0.5,1.67,0.7,0.98
2021-22,Lobi Stars,Enugu Rangers,2,0,Home Win,1.45,0.89,1.12,0.68,1.29,0.78,0.5
2021-22,Lobi Stars,Enyimba,1,0,Home Win,1.45,0.89,1.19,0.66,1.32,0.78,0.55
2021-22,Lobi Stars,Gombe United,2,1,Home Win,1.45,0.89,2.0,0.34,1.73,0.62,1.11
2021-22,Lobi Stars,Heartland,2,1,Home Win,1.45,0.89,1.6,0.51,1.53,0.7,0.82
2021-22,Lobi Stars,Kano Pillars,0,0,Draw,1.45,0.89,1.73,0.67,1.59,0.78,0.81
2021-22,Lobi Stars,Katsina United,2,1,Home Win,1.45,0.89,1.46,0.28,1.46,0.59,0.87
2021-22,Lobi Stars,Kwara United,3,1,Home Win,1.45,0.89,1.59,0.59,1.52,0.74,0.78
2021-22,Lobi Stars,MFM,2,1,Home Win,1.45,0.89,1.79,0.42,1.62,0.66,0.96
2021-22,Lobi Stars,Nasarawa United,2,1,Home Win,1.45,0.89,1.55,0.67,1.5,0.78,0.72
2021-22,Lobi Stars,Niger Tornadoes,1,1,Draw,1.45,0.89,1.49,0.63,1.47,0.76,0.71
2021-22,Lobi Stars,Plateau United,0,2,Away Win,1.45,0.89,1.55,0.81,1.5,0.85,0.65
2021-22,Lobi Stars,Remo Stars,1,0,Home Win,1.45,0.89,1.38,0.75,1.42,0.82,0.6
2021-22,Lobi Stars,Rivers United,1,1,Draw,1.45,0.89,1.15,0.7,1.3,0.8,0.51
2021-22,Lobi Stars,Shooting Stars,2,1,Home Win,1.45,0.89,1.52,0.64,1.49,0.77,0.72
2021-22,Lobi Stars,Sunshine Stars,0,0,Draw,1.45,0.89,1.42,0.45,1.44,0.67,0.77
2021-22,Lobi Stars,Wikki Tourists,3,2,Home Win,1.45,0.89,1.5,0.5,1.48,0.7,0.78
2021-22,MFM,Abia Warriors,2,1,Home Win,0.95,0.89,1.72,0.8,1.33,0.85,0.49
2021-22,MFM,Akwa United,0,0,Draw,0.95,0.89,1.35,0.56,1.15,0.73,0.42
2021-22,MFM,Dakkada,2,0,Home Win,0.95,0.89,1.89,0.5,1.42,0.7,0.72
2021-22,MFM,Enugu Rangers,0,0,Draw,0.95,0.89,1.12,0.68,1.03,0.79,0.25
2021-22,MFM,Enyimba,2,1,Home Win,0.95,0.89,1.19,0.66,1.07,0.78,0.29
2021-22,MFM,Gombe United,3,1,Home Win,0.95,0.89,2.0,0.34,1.47,0.62,0.86
2021-22,MFM,Heartland,1,0,Home Win,0.95,0.89,1.6,0.51,1.27,0.7,0.57
2021-22,MFM,Kano Pillars,2,1,Home Win,0.95,0.89,1.73,0.67,1.34,0.78,0.56
2021-22,MFM,Katsina United,1,0,Home Win,0.95,0.89,1.46,0.28,1.2,0.59,0.62
2021-22,MFM,Kwara United,1,2,Away Win,0.95,0.89,1.59,0.59,1.27,0.74,0.53
2021-22,MFM,Lobi Stars,0,0,Draw,0.95,0.89,1.64,0.58,1.29,0.74,0.56
2021-22,MFM,Nasarawa United,0,1,Away Win,0.95,0.89,1.55,0.67,1.25,0.78,0.46
2021-22,MFM,Niger Tornadoes,1,2,Away Win,0.95,0.89,1.49,0.63,1.22,0.76,0.46
2021-22,MFM,Plateau United,1,0,Home Win,0.95,0.89,1.55,0.81,1.25,0.85,0.4
2021-22,MFM,Remo Stars,0,2,Away Win,0.95,0.89,1.38,0.75,1.17,0.82,0.34
2021-22,MFM,Rivers United,1,3,Away Win,0.95,0.89,1.15,0.7,1.05,0.8,0.25
2021-22,MFM,Shooting Stars,0,1,Away Win,0.95,0.89,1.52,0.64,1.23,0.77,0.46
2021-22,MFM,Sunshine Stars,1,0,Home Win,0.95,0.89,1.42,0.45,1.19,0.67,0.51
2021-22,MFM,Wikki Tourists,0,2,Away Win,0.95,0.89,1.5,0.5,1.22,0.7,0.53
2021-22,Nasarawa United,Abia Warriors,2,1,Home Win,1.41,0.69,1.72,0.8,1.56,0.74,0.82
2021-22,Nasarawa United,Akwa United,2,0,Home Win,1.41,0.69,1.35,0.56,1.38,0.62,0.76
2021-22,Nasarawa United,Dakkada,1,0,Home Win,1.41,0.69,1.89,0.5,1.65,0.59,1.06
2021-22,Nasarawa United,Enugu Rangers,1,0,Home Win,1.41,0.69,1.12,0.68,1.26,0.68,0.58
2021-22,Nasarawa United,Enyimba,2,1,Home Win,1.41,0.69,1.19,0.66,1.3,0.67,0.63
2021-22,Nasarawa United,Gombe United,1,1,Draw,1.41,0.69,2.0,0.34,1.7,0.51,1.19
2021-22,Nasarawa United,Heartland,2,0,Home Win,1.41,0.69,1.6,0.51,1.5,0.6,0.9
2021-22,Nasarawa United,Kano Pillars,1,0,Home Win,1.41,0.69,1.73,0.67,1.57,0.68,0.89
2021-22,Nasarawa United,Katsina United,1,0,Home Win,1.41,0.69,1.46,0.28,1.43,0.48,0.95
2021-22,Nasarawa United,Kwara United,1,1,Draw,1.41,0.69,1.59,0.59,1.5,0.64,0.86
2021-22,Nasarawa United,Lobi Stars,2,1,Home Win,1.41,0.69,1.64,0.58,1.52,0.63,0.89
2021-22,Nasarawa United,MFM,1,1,Draw,1.41,0.69,1.79,0.42,1.6,0.55,1.05
2021-22,Nasarawa United,Niger Tornadoes,1,0,Home Win,1.41,0.69,1.49,0.63,1.45,0.66,0.79
2021-22,Nasarawa United,Plateau United,2,1,Home Win,1.41,0.69,1.55,0.81,1.48,0.75,0.73
2021-22,Nasarawa United,Remo Stars,1,1,Draw,1.41,0.69,1.38,0.75,1.4,0.72,0.68
2021-22,Nasarawa United,Rivers United,2,1,Home Win,1.41,0.69,1.15,0.7,1.28,0.69,0.59
2021-22,Nasarawa United,Shooting Stars,2,0,Home Win,1.41,0.69,1.52,0.64,1.46,0.66,0.8
2021-22,Nasarawa United,Sunshine Stars,1,1,Draw,1.41,0.69,1.42,0.45,1.42,0.57,0.85
2021-22,Nasarawa United,Wikki Tourists,1,0,Home Win,1.41,0.69,1.5,0.5,1.45,0.59,0.86
2021-22,Niger Tornadoes,Abia Warriors,1,1,Draw,1.32,0.58,1.72,0.8,1.52,0.69,0.83
2021-22,Niger Tornadoes,Akwa United,0,1,Away Win,1.32,0.58,1.35,0.56,1.34,0.57,0.77
2021-22,Niger Tornadoes,Dakkada,1,0,Home Win,1.32,0.58,1.89,0.5,1.61,0.54,1.07
2021-22,Niger Tornadoes,Enugu Rangers,2,1,Home Win,1.32,0.58,1.12,0.68,1.22,0.63,0.59
2021-22,Niger Tornadoes,Enyimba,2,1,Home Win,1.32,0.58,1.19,0.66,1.26,0.62,0.64
2021-22,Niger Tornadoes,Gombe United,1,0,Home Win,1.32,0.58,2.0,0.34,1.66,0.46,1.2
2021-22,Niger Tornadoes,Heartland,2,1,Home Win,1.32,0.58,1.6,0.51,1.46,0.54,0.92
2021-22,Niger Tornadoes,Kano Pillars,2,1,Home Win,1.32,0.58,1.73,0.67,1.53,0.63,0.9
2021-22,Niger Tornadoes,Katsina United,2,1,Home Win,1.32,0.58,1.46,0.28,1.39,0.43,0.96
2021-22,Niger Tornadoes,Kwara United,4,0,Home Win,1.32,0.58,1.59,0.59,1.46,0.59,0.87
2021-22,Niger Tornadoes,Lobi Stars,0,1,Away Win,1.32,0.58,1.64,0.58,1.48,0.58,0.9
2021-22,Niger Tornadoes,MFM,1,1,Draw,1.32,0.58,1.79,0.42,1.56,0.5,1.06
2021-22,Niger Tornadoes,Nasarawa United,1,0,Home Win,1.32,0.58,1.55,0.67,1.43,0.63,0.81
2021-22,Niger Tornadoes,Plateau United,1,0,Home Win,1.32,0.58,1.55,0.81,1.44,0.7,0.74
2021-22,Niger Tornadoes,Remo Stars,1,0,Home Win,1.32,0.58,1.38,0.75,1.35,0.67,0.69
2021-22,Niger Tornadoes,Rivers United,0,0,Draw,1.32,0.58,1.15,0.7,1.24,0.64,0.6
2021-22,Niger Tornadoes,Shooting Stars,2,0,Home Win,1.32,0.58,1.52,0.64,1.42,0.61,0.81
2021-22,Niger Tornadoes,Sunshine Stars,1,0,Home Win,1.32,0.58,1.42,0.45,1.37,0.52,0.86
2021-22,Niger Tornadoes,Wikki Tourists,1,0,Home Win,1.32,0.58,1.5,0.5,1.41,0.54,0.87
2021-22,Plateau United,Abia Warriors,1,0,Home Win,1.78,0.49,1.72,0.8,1.75,0.64,1.11
2021-22,Plateau United,Akwa United,3,0,Home Win,1.78,0.49,1.35,0.56,1.56,0.52,1.04
2021-22,Plateau United,Dakkada,5,0,Home Win,1.78,0.49,1.89,0.5,1.84,0.49,1.34
2021-22,Plateau United,Enugu Rangers,4,0,Home Win,1.78,0.49,1.12,0.68,1.45,0.58,0.87
2021-22,Plateau United,Enyimba,1,0,Home Win,1.78,0.49,1.19,0.66,1.48,0.57,0.91
2021-22,Plateau United,Gombe United,1,1,Draw,1.78,0.49,2.0,0.34,1.89,0.41,1.48
2021-22,Plateau United,Heartland,3,0,Home Win,1.78,0.49,1.6,0.51,1.69,0.5,1.19
2021-22,Plateau United,Kano Pillars,1,0,Home Win,1.78,0.49,1.73,0.67,1.76,0.58,1.18
2021-22,Plateau United,Katsina United,1,0,Home Win,1.78,0.49,1.46,0.28,1.62,0.38,1.24
2021-22,Plateau United,Kwara United,1,0,Home Win,1.78,0.49,1.59,0.59,1.69,0.54,1.15
2021-22,Plateau United,Lobi Stars,2,1,Home Win,1.78,0.49,1.64,0.58,1.71,0.53,1.18
2021-22,Plateau United,MFM,2,0,Home Win,1.78,0.49,1.79,0.42,1.78,0.45,1.33
2021-22,Plateau United,Nasarawa United,3,2,Home Win,1.78,0.49,1.55,0.67,1.66,0.58,1.08
2021-22,Plateau United,Niger Tornadoes,1,0,Home Win,1.78,0.49,1.49,0.63,1.64,0.56,1.08
2021-22,Plateau United,Remo Stars,1,0,Home Win,1.78,0.49,1.38,0.75,1.58,0.62,0.96
2021-22,Plateau United,Rivers United,1,0,Home Win,1.78,0.49,1.15,0.7,1.47,0.6,0.87
2021-22,Plateau United,Shooting Stars,3,1,Home Win,1.78,0.49,1.52,0.64,1.65,0.56,1.08
2021-22,Plateau United,Sunshine Stars,2,0,Home Win,1.78,0.49,1.42,0.45,1.6,0.47,1.13
2021-22,Plateau United,Wikki Tourists,3,1,Home Win,1.78,0.49,1.5,0.5,1.64,0.49,1.15
2021-22,Remo Stars,Abia Warriors,1,0,Home Win,1.71,0.36,1.72,0.8,1.71,0.58,1.14
2021-22,Remo Stars,Akwa United,0,1,Away Win,1.71,0.36,1.35,0.56,1.53,0.46,1.07
2021-22,Remo Stars,Dakkada,4,1,Home Win,1.71,0.36,1.89,0.5,1.8,0.43,1.37
2021-22,Remo Stars,Enugu Rangers,1,0,Home Win,1.71,0.36,1.12,0.68,1.42,0.52,0.9
2021-22,Remo Stars,Enyimba,1,0,Home Win,1.71,0.36,1.19,0.66,1.45,0.51,0.95
2021-22,Remo Stars,Gombe United,1,0,Home Win,1.71,0.36,2.0,0.34,1.86,0.35,1.51
2021-22,Remo Stars,Heartland,3,0,Home Win,1.71,0.36,1.6,0.51,1.65,0.43,1.22
2021-22,Remo Stars,Kano Pillars,1,3,Away Win,1.71,0.36,1.73,0.67,1.72,0.51,1.21
2021-22,Remo Stars,Katsina United,2,0,Home Win,1.71,0.36,1.46,0.28,1.59,0.32,1.27
2021-22,Remo Stars,Kwara United,3,0,Home Win,1.71,0.36,1.59,0.59,1.65,0.48,1.18
2021-22,Remo Stars,Lobi Stars,3,1,Home Win,1.71,0.36,1.64,0.58,1.67,0.47,1.21
2021-22,Remo Stars,MFM,1,0,Home Win,1.71,0.36,1.79,0.42,1.75,0.39,1.36
2021-22,Remo Stars,Nasarawa United,0,0,Draw,1.71,0.36,1.55,0.67,1.63,0.51,1.11
2021-22,Remo Stars,Niger Tornadoes,3,0,Home Win,1.71,0.36,1.49,0.63,1.6,0.49,1.11
2021-22,Remo Stars,Plateau United,1,0,Home Win,1.71,0.36,1.55,0.81,1.63,0.58,1.05
2021-22,Remo Stars,Rivers United,1,1,Draw,1.71,0.36,1.15,0.7,1.43,0.53,0.9
2021-22,Remo Stars,Shooting Stars,1,0,Home Win,1.71,0.36,1.52,0.64,1.62,0.5,1.12
2021-22,Remo Stars,Sunshine Stars,3,0,Home Win,1.71,0.36,1.42,0.45,1.57,0.41,1.16
2021-22,Remo Stars,Wikki Tourists,1,0,Home Win,1.71,0.36,1.5,0.5,1.61,0.43,1.18
2021-22,Rivers United,Abia Warriors,2,1,Home Win,1.74,0.44,1.72,0.8,1.73,0.62,1.11
2021-22,Rivers United,Akwa United,4,1,Home Win,1.74,0.44,1.35,0.56,1.54,0.5,1.04
2021-22,Rivers United,Dakkada,2,1,Home Win,1.74,0.44,1.89,0.5,1.82,0.47,1.35
2021-22,Rivers United,Enugu Rangers,1,0,Home Win,1.74,0.44,1.12,0.68,1.43,0.56,0.87
2021-22,Rivers United,Enyimba,2,0,Home Win,1.74,0.44,1.19,0.66,1.47,0.55,0.92
2021-22,Rivers United,Gombe United,1,0,Home Win,1.74,0.44,2.0,0.34,1.87,0.39,1.48
2021-22,Rivers United,Heartland,3,1,Home Win,1.74,0.44,1.6,0.51,1.67,0.47,1.19
2021-22,Rivers United,Kano Pillars,1,0,Home Win,1.74,0.44,1.73,0.67,1.74,0.56,1.18
2021-22,Rivers United,Katsina United,3,0,Home Win,1.74,0.44,1.46,0.28,1.6,0.36,1.24
2021-22,Rivers United,Kwara United,3,0,Home Win,1.74,0.44,1.59,0.59,1.67,0.52,1.15
2021-22,Rivers United,Lobi Stars,1,0,Home Win,1.74,0.44,1.64,0.58,1.69,0.51,1.18
2021-22,Rivers United,MFM,5,0,Home Win,1.74,0.44,1.79,0.42,1.76,0.43,1.33
2021-22,Rivers United,Nasarawa United,2,1,Home Win,1.74,0.44,1.55,0.67,1.64,0.56,1.09
2021-22,Rivers United,Niger Tornadoes,3,0,Home Win,1.74,0.44,1.49,0.63,1.62,0.53,1.08
2021-22,Rivers United,Plateau United,2,0,Home Win,1.74,0.44,1.55,0.81,1.65,0.62,1.02
2021-22,Rivers United,Remo Stars,1,0,Home Win,1.74,0.44,1.38,0.75,1.56,0.6,0.97
2021-22,Rivers United,Shooting Stars,2,0,Home Win,1.74,0.44,1.52,0.64,1.63,0.54,1.09
2021-22,Rivers United,Sunshine Stars,0,0,Draw,1.74,0.44,1.42,0.45,1.58,0.45,1.14
2021-22,Rivers United,Wikki Tourists,3,0,Home Win,1.74,0.44,1.5,0.5,1.62,0.47,1.15
2021-22,Shooting Stars,Abia Warriors,2,2,Draw,1.52,0.51,1.72,0.8,1.62,0.65,0.97
2021-22,Shooting Stars,Akwa United,1,1,Draw,1.52,0.51,1.35,0.56,1.43,0.53,0.9
2021-22,Shooting Stars,Dakkada,1,0,Home Win,1.52,0.51,1.89,0.5,1.71,0.5,1.2
2021-22,Shooting Stars,Enugu Rangers,1,1,Draw,1.52,0.51,1.12,0.68,1.32,0.59,0.73
2021-22,Shooting Stars,Enyimba,2,0,Home Win,1.52,0.51,1.19,0.66,1.36,0.58,0.77
2021-22,Shooting Stars,Gombe United,0,0,Draw,1.52,0.51,2.0,0.34,1.76,0.42,1.34
2021-22,Shooting Stars,Heartland,4,0,Home Win,1.52,0.51,1.6,0.51,1.56,0.51,1.05
2021-22,Shooting Stars,Kano Pillars,1,0,Home Win,1.52,0.51,1.73,0.67,1.63,0.59,1.04
2021-22,Shooting Stars,Katsina United,1,0,Home Win,1.52,0.51,1.46,0.28,1.49,0.39,1.1
2021-22,Shooting Stars,Kwara United,2,1,Home Win,1.52,0.51,1.59,0.59,1.56,0.55,1.01
2021-22,Shooting Stars,Lobi Stars,3,0,Home Win,1.52,0.51,1.64,0.58,1.58,0.54,1.04
2021-22,Shooting Stars,MFM,1,1,Draw,1.52,0.51,1.79,0.42,1.66,0.46,1.19
2021-22,Shooting Stars,Nasarawa United,1,0,Home Win,1.52,0.51,1.55,0.67,1.53,0.59,0.94
2021-22,Shooting Stars,Niger Tornadoes,1,0,Home Win,1.52,0.51,1.49,0.63,1.51,0.57,0.94
2021-22,Shooting Stars,Plateau United,2,1,Home Win,1.52,0.51,1.55,0.81,1.54,0.66,0.88
2021-22,Shooting Stars,Remo Stars,1,1,Draw,1.52,0.51,1.38,0.75,1.45,0.63,0.82
2021-22,Shooting Stars,Rivers United,3,2,Home Win,1.52,0.51,1.15,0.7,1.34,0.61,0.73
2021-22,Shooting Stars,Sunshine Stars,2,2,Draw,1.52,0.51,1.42,0.45,1.47,0.48,0.99
2021-22,Shooting Stars,Wikki Tourists,0,0,Draw,1.52,0.51,1.5,0.5,1.51,0.5,1.01
2021-22,Sunshine Stars,Abia Warriors,1,0,Home Win,1.38,0.59,1.72,0.8,1.55,0.69,0.85
2021-22,Sunshine Stars,Akwa United,0,0,Draw,1.38,0.59,1.35,0.56,1.36,0.58,0.79
2021-22,Sunshine Stars,Dakkada,2,1,Home Win,1.38,0.59,1.89,0.5,1.64,0.55,1.09
2021-22,Sunshine Stars,Enugu Rangers,0,0,Draw,1.38,0.59,1.12,0.68,1.25,0.63,0.62
2021-22,Sunshine Stars,Enyimba,0,1,Away Win,1.38,0.59,1.19,0.66,1.29,0.62,0.66
2021-22,Sunshine Stars,Gombe United,2,0,Home Win,1.38,0.59,2.0,0.34,1.69,0.47,1.22
2021-22,Sunshine Stars,Heartland,3,1,Home Win,1.38,0.59,1.6,0.51,1.49,0.55,0.94
2021-22,Sunshine Stars,Kano Pillars,3,0,Home Win,1.38,0.59,1.73,0.67,1.56,0.63,0.93
2021-22,Sunshine Stars,Katsina United,2,0,Home Win,1.38,0.59,1.46,0.28,1.42,0.43,0.99
2021-22,Sunshine Stars,Kwara United,1,0,Home Win,1.38,0.59,1.59,0.59,1.49,0.59,0.89
2021-22,Sunshine Stars,Lobi Stars,3,0,Home Win,1.38,0.59,1.64,0.58,1.51,0.58,0.92
2021-22,Sunshine Stars,MFM,2,1,Home Win,1.38,0.59,1.79,0.42,1.58,0.51,1.08
2021-22,Sunshine Stars,Nasarawa United,2,1,Home Win,1.38,0.59,1.55,0.67,1.46,0.63,0.83
2021-22,Sunshine Stars,Niger Tornadoes,2,1,Home Win,1.38,0.59,1.49,0.63,1.44,0.61,0.83
2021-22,Sunshine Stars,Plateau United,1,0,Home Win,1.38,0.59,1.55,0.81,1.47,0.7,0.77
2021-22,Sunshine Stars,Remo Stars,0,1,Away Win,1.38,0.59,1.38,0.75,1.38,0.67,0.71
2021-22,Sunshine Stars,Rivers United,1,0,Home Win,1.38,0.59,1.15,0.7,1.27,0.65,0.62
2021-22,Sunshine Stars,Shooting Stars,0,0,Draw,1.38,0.59,1.52,0.64,1.45,0.62,0.83
2021-22,Sunshine Stars,Wikki Tourists,2,1,Home Win,1.38,0.59,1.5,0.5,1.44,0.55,0.89
2021-22,Wikki Tourists,Abia Warriors,1,0,Home Win,1.31,0.51,1.72,0.8,1.52,0.66,0.86
2021-22,Wikki Tourists,Akwa United,2,0,Home Win,1.31,0.51,1.35,0.56,1.33,0.54,0.79
2021-22,Wikki Tourists,Dakkada,2,0,Home Win,1.31,0.51,1.89,0.5,1.6,0.51,1.1
2021-22,Wikki Tourists,Enugu Rangers,0,0,Draw,1.31,0.51,1.12,0.68,1.22,0.59,0.62
2021-22,Wikki Tourists,Enyimba,0,0,Draw,1.31,0.51,1.19,0.66,1.25,0.59,0.67
2021-22,Wikki Tourists,Gombe United,1,0,Home Win,1.31,0.51,2.0,0.34,1.66,0.43,1.23
2021-22,Wikki Tourists,Heartland,0,0,Draw,1.31,0.51,1.6,0.51,1.46,0.51,0.94
2021-22,Wikki Tourists,Kano Pillars,2,1,Home Win,1.31,0.51,1.73,0.67,1.52,0.59,0.93
2021-22,Wikki Tourists,Katsina United,2,0,Home Win,1.31,0.51,1.46,0.28,1.39,0.4,0.99
2021-22,Wikki Tourists,Kwara United,1,1,Draw,1.31,0.51,1.59,0.59,1.45,0.55,0.9
2021-22,Wikki Tourists,Lobi Stars,1,0,Home Win,1.31,0.51,1.64,0.58,1.48,0.55,0.93
2021-22,Wikki Tourists,MFM,3,0,Home Win,1.31,0.51,1.79,0.42,1.55,0.47,1.08
2021-22,Wikki Tourists,Nasarawa United,2,0,Home Win,1.31,0.51,1.55,0.67,1.43,0.59,0.84
2021-22,Wikki Tourists,Niger Tornadoes,1,0,Home Win,1.31,0.51,1.49,0.63,1.4,0.57,0.83
2021-22,Wikki Tourists,Plateau United,2,1,Home Win,1.31,0.51,1.55,0.81,1.43,0.66,0.77
2021-22,Wikki Tourists,Remo Stars,1,2,Away Win,1.31,0.51,1.38,0.75,1.35,0.63,0.72
2021-22,Wikki Tourists,Rivers United,1,0,Home Win,1.31,0.51,1.15,0.7,1.23,0.61,0.63
2021-22,Wikki Tourists,Shooting Stars,1,1,Draw,1.31,0.51,1.52,0.64,1.42,0.58,0.84
2021-22,Wikki Tourists,Sunshine Stars,1,0,Home Win,1.31,0.51,1.42,0.45,1.37,0.48,0.88
2025-26,Abia Warriors,Barau,2,0,Home Win,1.51,0.49,1.71,0.57,1.61,0.53,1.08
2025-26,Abia Warriors,Bendel Insurance,0,0,Draw,1.51,0.49,1.11,0.61,1.31,0.55,0.76
2025-26,Abia Warriors,El-Kanemi Warriors,2,0,Home Win,1.51,0.49,1.75,0.47,1.63,0.48,1.15
2025-26,Abia Warriors,Enyimba,0,0,Draw,1.51,0.49,1.19,0.66,1.35,0.58,0.77
2025-26,Abia Warriors,Kano Pillars,1,0,Home Win,1.51,0.49,1.73,0.67,1.62,0.58,1.04
2025-26,Abia Warriors,Katsina United,1,0,Home Win,1.51,0.49,1.46,0.28,1.48,0.39,1.1
2025-26,Abia Warriors,Remo Stars,2,0,Home Win,1.51,0.49,1.38,0.75,1.45,0.62,0.82
2025-26,Barau,Bendel Insurance,1,1,Draw,1.14,0.71,1.11,0.61,1.13,0.66,0.46
2025-26,Barau,Enugu Rangers,2,0,Home Win,1.14,0.71,1.12,0.68,1.13,0.69,0.44
2025-26,Barau,Enyimba,0,0,Draw,1.14,0.71,1.19,0.66,1.17,0.69,0.48
2025-26,Barau,Kano Pillars,2,1,Home Win,1.14,0.71,1.73,0.67,1.44,0.69,0.75
2025-26,Barau,Kwara United,3,2,Home Win,1.14,0.71,1.59,0.59,1.37,0.65,0.71
2025-26,Barau,Warri Wolves,0,1,Away Win,1.14,0.71,0.86,0.86,1.0,0.79,0.21
2025-26,Barau,Wikki Tourists,0,0,Draw,1.14,0.71,1.5,0.5,1.32,0.61,0.71
2025-26,Bayelsa United,Abia Warriors,2,1,Home Win,1.71,0.95,1.72,0.8,1.71,0.87,0.84
2025-26,Bayelsa United,Barau,2,0,Home Win,1.71,0.95,1.71,0.57,1.71,0.76,0.95
2025-26,Bayelsa United,Enyimba,0,2,Away Win,1.71,0.95,1.19,0.66,1.45,0.8,0.65
2025-26,Bayelsa United,Ikorodu City,1,1,Draw,1.71,0.95,1.35,0.73,1.53,0.84,0.69
2025-26,Bayelsa United,Katsina United,1,1,Draw,1.71,0.95,1.46,0.28,1.59,0.61,0.97
2025-26,Bayelsa United,Kun Khalifat,1,2,Away Win,1.71,0.95,1.29,0.71,1.5,0.83,0.67
2025-26,Bayelsa United,Nasarawa United,1,2,Away Win,1.71,0.95,1.55,0.67,1.63,0.81,0.82
2025-26,Bayelsa United,Plateau United,2,1,Home Win,1.71,0.95,1.55,0.81,1.63,0.88,0.75
2025-26,Bendel Insurance,Bayelsa United,1,1,Draw,1.35,0.53,1.37,0.61,1.36,0.57,0.79
2025-26,Bendel Insurance,Kano Pillars,3,2,Home Win,1.35,0.53,1.73,0.67,1.54,0.6,0.94
2025-26,Bendel Insurance,Nasarawa United,0,1,Away Win,1.35,0.53,1.55,0.67,1.45,0.6,0.85
2025-26,Bendel Insurance,Niger Tornadoes,1,0,Home Win,1.35,0.53,1.49,0.63,1.42,0.58,0.84
2025-26,Bendel Insurance,Rivers United,0,0,Draw,1.35,0.53,1.15,0.7,1.25,0.62,0.63
2025-26,Bendel Insurance,Shooting Stars,1,1,Draw,1.35,0.53,1.52,0.64,1.43,0.59,0.85
2025-26,Bendel Insurance,Warri Wolves,1,1,Draw,1.35,0.53,0.86,0.86,1.1,0.69,0.41
2025-26,Bendel Insurance,Wikki Tourists,3,0,Home Win,1.35,0.53,1.5,0.5,1.42,0.51,0.91
2025-26,El-Kanemi Warriors,Bendel Insurance,2,0,Home Win,1.09,0.6,1.11,0.61,1.1,0.61,0.49
2025-26,El-Kanemi Warriors,Enugu Rangers,0,0,Draw,1.09,0.6,1.12,0.68,1.1,0.64,0.47
2025-26,El-Kanemi Warriors,Kano Pillars,2,1,Home Win,1.09,0.6,1.73,0.67,1.41,0.64,0.77
2025-26,El-Kanemi Warriors,Kwara United,2,0,Home Win,1.09,0.6,1.59,0.59,1.34,0.6,0.74
2025-26,El-Kanemi Warriors,Rivers United,0,0,Draw,1.09,0.6,1.15,0.7,1.12,0.65,0.47
2025-26,El-Kanemi Warriors,Warri Wolves,1,0,Home Win,1.09,0.6,0.86,0.86,0.97,0.73,0.24
2025-26,El-Kanemi Warriors,Wikki Tourists,2,1,Home Win,1.09,0.6,1.5,0.5,1.29,0.55,0.74
2025-26,Enugu Rangers,Abia Warriors,2,0,Home Win,1.6,0.56,1.72,0.8,1.66,0.68,0.98
2025-26,Enugu Rangers,Katsina United,1,0,Home Win,1.6,0.56,1.46,0.28,1.53,0.42,1.11
2025-26,Enugu Rangers,Kun Khalifat,0,0,Draw,1.6,0.56,1.29,0.71,1.44,0.64,0.81
2025-26,Enugu Rangers,Kwara United,0,0,Draw,1.6,0.56,1.59,0.59,1.6,0.58,1.02
2025-26,Enugu Rangers,Niger Tornadoes,1,0,Home Win,1.6,0.56,1.49,0.63,1.55,0.6,0.95
2025-26,Enugu Rangers,Plateau United,2,0,Home Win,1.6,0.56,1.55,0.81,1.58,0.69,0.89
2025-26,Enugu Rangers,Shooting Stars,1,0,Home Win,1.6,0.56,1.52,0.64,1.56,0.6,0.96
2025-26,Enyimba,Bendel Insurance,3,2,Home Win,1.55,0.57,1.11,0.61,1.33,0.59,0.74
2025-26,Enyimba,Enugu Rangers,2,1,Home Win,1.55,0.57,1.12,0.68,1.34,0.62,0.72
