Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Outcome,Home_Attack,Home_Defense,Away_Defense,Away_Attack,Home_Exp_Goals,Away_Exp_Goals,Power_Diff
2023-24,Niger Tornadoes,Abia Warriors,1,0,Home Win,1.32,0.58,1.72,0.8,1.52,0.69,0.83
2023-24,Niger Tornadoes,Akwa United,1,0,Home Win,1.32,0.58,1.35,0.56,1.34,0.57,0.77
2023-24,Niger Tornadoes,Bayelsa United,1,0,Home Win,1.32,0.58,1.37,0.61,1.35,0.6,0.75
2023-24,Niger Tornadoes,Bendel Insurance,0,0,Draw,1.32,0.58,1.11,0.61,1.22,0.6,0.62
2023-24,Niger Tornadoes,Doma United,2,0,Home Win,1.32,0.58,1.64,0.46,1.48,0.52,0.96
2023-24,Niger Tornadoes,Enugu Rangers,0,2,Away Win,1.32,0.58,1.12,0.68,1.22,0.63,0.59
2023-24,Niger Tornadoes,Enyimba,0,0,Draw,1.32,0.58,1.19,0.66,1.26,0.62,0.64
2023-24,Niger Tornadoes,Gombe United,5,0,Home Win,1.32,0.58,2.0,0.34,1.66,0.46,1.2
2023-24,Niger Tornadoes,Heartland,3,2,Home Win,1.32,0.58,1.6,0.51,1.46,0.54,0.92
2023-24,Niger Tornadoes,Kano Pillars,1,0,Home Win,1.32,0.58,1.73,0.67,1.53,0.63,0.9
2023-24,Niger Tornadoes,Katsina United,0,0,Draw,1.32,0.58,1.46,0.28,1.39,0.43,0.96
2023-24,Niger Tornadoes,Kwara United,1,1,Draw,1.32,0.58,1.59,0.59,1.46,0.59,0.87
2023-24,Niger Tornadoes,Lobi Stars,3,2,Home Win,1.32,0.58,1.64,0.58,1.48,0.58,0.9
2023-24,Niger Tornadoes,Plateau United,2,3,Away Win,1.32,0.58,1.55,0.81,1.44,0.7,0.74
2023-24,Niger Tornadoes,Remo Stars,0,0,Draw,1.32,0.58,1.38,0.75,1.35,0.67,0.69
2023-24,Niger Tornadoes,Rivers United,1,0,Home Win,1.32,0.58,1.15,0.7,1.24,0.64,0.6
2023-24,Niger Tornadoes,Shooting Stars,2,1,Home Win,1.32,0.58,1.52,0.64,1.42,0.61,0.81
2023-24,Niger Tornadoes,Sporting Lagos,1,0,Home Win,1.32,0.58,1.63,0.42,1.48,0.5,0.98
2023-24,Niger Tornadoes,Sunshine Stars,2,1,Home Win,1.32,0.58,1.42,0.45,1.37,0.52,0.86
2023-24,Plateau United,Abia Warriors,3,1,Home Win,1.78,0.49,1.72,0.8,1.75,0.64,1.11
2023-24,Plateau United,Akwa United,1,2,Away Win,1.78,0.49,1.35,0.56,1.56,0.52,1.04
2023-24,Plateau United,Bayelsa United,5,1,Home Win,1.78,0.49,1.37,0.61,1.57,0.55,1.03
2023-24,Plateau United,Bendel Insurance,2,0,Home Win,1.78,0.49,1.11,0.61,1.44,0.55,0.9
2023-24,Plateau United,Doma United,4,0,Home Win,1.78,0.49,1.64,0.46,1.71,0.48,1.24
2023-24,Plateau United,Enugu Rangers,2,1,Home Win,1.78,0.49,1.12,0.68,1.45,0.58,0.87
2023-24,Plateau United,Enyimba,1,0,Home Win,1.78,0.49,1.19,0.66,1.48,0.57,0.91
2023-24,Plateau United,Gombe United,4,0,Home Win,1.78,0.49,2.0,0.34,1.89,0.41,1.48
2023-24,Plateau United,Heartland,1,0,Home Win,1.78,0.49,1.6,0.51,1.69,0.5,1.19
2023-24,Plateau United,Kano Pillars,1,1,Draw,1.78,0.49,1.73,0.67,1.76,0.58,1.18
2023-24,Plateau United,Katsina United,1,0,Home Win,1.78,0.49,1.46,0.28,1.62,0.38,1.24
2023-24,Plateau United,Kwara United,2,0,Home Win,1.78,0.49,1.59,0.59,1.69,0.54,1.15
2023-24,Plateau United,Lobi Stars,2,1,Home Win,1.78,0.49,1.64,0.58,1.71,0.53,1.18
2023-24,Plateau United,Niger Tornadoes,0,0,Draw,1.78,0.49,1.49,0.63,1.64,0.56,1.08
2023-24,Plateau United,Remo Stars,1,0,Home Win,1.78,0.49,1.38,0.75,1.58,0.62,0.96
2023-24,Plateau United,Rivers United,3,2,Home Win,1.78,0.49,1.15,0.7,1.47,0.6,0.87
2023-24,Plateau United,Shooting Stars,0,0,Draw,1.78,0.49,1.52,0.64,1.65,0.56,1.08
2023-24,Plateau United,Sporting Lagos,1,0,Home Win,1.78,0.49,1.63,0.42,1.7,0.45,1.25
2023-24,Plateau United,Sunshine Stars,1,0,Home Win,1.78,0.49,1.42,0.45,1.6,0.47,1.13
2023-24,Remo Stars,Abia Warriors,2,1,Home Win,1.71,0.36,1.72,0.8,1.71,0.58,1.14
2023-24,Remo Stars,Akwa United,2,1,Home Win,1.71,0.36,1.35,0.56,1.53,0.46,1.07
2023-24,Remo Stars,Bayelsa United,1,0,Home Win,1.71,0.36,1.37,0.61,1.54,0.48,1.06
2023-24,Remo Stars,Bendel Insurance,2,0,Home Win,1.71,0.36,1.11,0.61,1.41,0.48,0.93
2023-24,Remo Stars,Doma United,0,0,Draw,1.71,0.36,1.64,0.46,1.68,0.41,1.27
2023-24,Remo Stars,Enugu Rangers,2,1,Home Win,1.71,0.36,1.12,0.68,1.42,0.52,0.9
2023-24,Remo Stars,Enyimba,1,0,Home Win,1.71,0.36,1.19,0.66,1.45,0.51,0.95
2023-24,Remo Stars,Gombe United,4,0,Home Win,1.71,0.36,2.0,0.34,1.86,0.35,1.51
2023-24,Remo Stars,Heartland,4,1,Home Win,1.71,0.36,1.6,0.51,1.65,0.43,1.22
2023-24,Remo Stars,Kano Pillars,2,1,Home Win,1.71,0.36,1.73,0.67,1.72,0.51,1.21
2023-24,Remo Stars,Katsina United,2,1,Home Win,1.71,0.36,1.46,0.28,1.59,0.32,1.27
2023-24,Remo Stars,Kwara United,2,0,Home Win,1.71,0.36,1.59,0.59,1.65,0.48,1.18
2023-24,Remo Stars,Lobi Stars,2,0,Home Win,1.71,0.36,1.64,0.58,1.67,0.47,1.21
2023-24,Remo Stars,Niger Tornadoes,3,0,Home Win,1.71,0.36,1.49,0.63,1.6,0.49,1.11
2023-24,Remo Stars,Plateau United,1,0,Home Win,1.71,0.36,1.55,0.81,1.63,0.58,1.05
2023-24,Remo Stars,Rivers United,2,1,Home Win,1.71,0.36,1.15,0.7,1.43,0.53,0.9
2023-24,Remo Stars,Shooting Stars,3,0,Home Win,1.71,0.36,1.52,0.64,1.62,0.5,1.12
2023-24,Remo Stars,Sporting Lagos,2,1,Home Win,1.71,0.36,1.63,0.42,1.67,0.39,1.28
2023-24,Remo Stars,Sunshine Stars,2,0,Home Win,1.71,0.36,1.42,0.45,1.57,0.41,1.16
2023-24,Rivers United,Abia Warriors,2,1,Home Win,1.74,0.44,1.72,0.8,1.73,0.62,1.11
2023-24,Rivers United,Akwa United,2,1,Home Win,1.74,0.44,1.35,0.56,1.54,0.5,1.04
2023-24,Rivers United,Bayelsa United,2,0,Home Win,1.74,0.44,1.37,0.61,1.56,0.52,1.03
2023-24,Rivers United,Bendel Insurance,1,1,Draw,1.74,0.44,1.11,0.61,1.43,0.52,0.9
2023-24,Rivers United,Doma United,3,2,Home Win,1.74,0.44,1.64,0.46,1.69,0.45,1.24
2023-24,Rivers United,Enugu Rangers,2,0,Home Win,1.74,0.44,1.12,0.68,1.43,0.56,0.87
2023-24,Rivers United,Enyimba,2,0,Home Win,1.74,0.44,1.19,0.66,1.47,0.55,0.92
2023-24,Rivers United,Gombe United,6,0,Home Win,1.74,0.44,2.0,0.34,1.87,0.39,1.48
2023-24,Rivers United,Heartland,1,0,Home Win,1.74,0.44,1.6,0.51,1.67,0.47,1.19
2023-24,Rivers United,Kano Pillars,1,1,Draw,1.74,0.44,1.73,0.67,1.74,0.56,1.18
2023-24,Rivers United,Katsina United,2,0,Home Win,1.74,0.44,1.46,0.28,1.6,0.36,1.24
2023-24,Rivers United,Kwara United,0,0,Draw,1.74,0.44,1.59,0.59,1.67,0.52,1.15
2023-24,Rivers United,Lobi Stars,1,0,Home Win,1.74,0.44,1.64,0.58,1.69,0.51,1.18
2023-24,Rivers United,Niger Tornadoes,3,2,Home Win,1.74,0.44,1.49,0.63,1.62,0.53,1.08
2023-24,Rivers United,Plateau United,3,1,Home Win,1.74,0.44,1.55,0.81,1.65,0.62,1.02
2023-24,Rivers United,Remo Stars,2,0,Home Win,1.74,0.44,1.38,0.75,1.56,0.6,0.97
2023-24,Rivers United,Shooting Stars,1,0,Home Win,1.74,0.44,1.52,0.64,1.63,0.54,1.09
2023-24,Rivers United,Sporting Lagos,4,1,Home Win,1.74,0.44,1.63,0.42,1.69,0.43,1.26
2023-24,Rivers United,Sunshine Stars,1,1,Draw,1.74,0.44,1.42,0.45,1.58,0.45,1.14
2023-24,Shooting Stars,Abia Warriors,4,0,Home Win,1.52,0.51,1.72,0.8,1.62,0.65,0.97
2023-24,Shooting Stars,Akwa United,3,0,Home Win,1.52,0.51,1.35,0.56,1.43,0.53,0.9
2023-24,Shooting Stars,Bayelsa United,1,0,Home Win,1.52,0.51,1.37,0.61,1.45,0.56,0.89
2023-24,Shooting Stars,Bendel Insurance,1,0,Home Win,1.52,0.51,1.11,0.61,1.32,0.56,0.76
2023-24,Shooting Stars,Doma United,3,1,Home Win,1.52,0.51,1.64,0.46,1.58,0.49,1.1
2023-24,Shooting Stars,Enugu Rangers,1,0,Home Win,1.52,0.51,1.12,0.68,1.32,0.59,0.73
2023-24,Shooting Stars,Enyimba,1,2,Away Win,1.52,0.51,1.19,0.66,1.36,0.58,0.77
2023-24,Shooting Stars,Gombe United,2,1,Home Win,1.52,0.51,2.0,0.34,1.76,0.42,1.34
2023-24,Shooting Stars,Heartland,0,0,Draw,1.52,0.51,1.6,0.51,1.56,0.51,1.05
2023-24,Shooting Stars,Kano Pillars,1,0,Home Win,1.52,0.51,1.73,0.67,1.63,0.59,1.04
2023-24,Shooting Stars,Katsina United,1,1,Draw,1.52,0.51,1.46,0.28,1.49,0.39,1.1
2023-24,Shooting Stars,Kwara United,2,0,Home Win,1.52,0.51,1.59,0.59,1.56,0.55,1.01
2023-24,Shooting Stars,Lobi Stars,2,0,Home Win,1.52,0.51,1.64,0.58,1.58,0.54,1.04
2023-24,Shooting Stars,Niger Tornadoes,4,1,Home Win,1.52,0.51,1.49,0.63,1.51,0.57,0.94
2023-24,Shooting Stars,Plateau United,2,1,Home Win,1.52,0.51,1.55,0.81,1.54,0.66,0.88
2023-24,Shooting Stars,Remo Stars,2,0,Home Win,1.52,0.51,1.38,0.75,1.45,0.63,0.82
2023-24,Shooting Stars,Rivers United,1,0,Home Win,1.52,0.51,1.15,0.7,1.34,0.61,0.73
2023-24,Shooting Stars,Sporting Lagos,1,0,Home Win,1.52,0.51,1.63,0.42,1.58,0.46,1.11
2023-24,Shooting Stars,Sunshine Stars,2,0,Home Win,1.52,0.51,1.42,0.45,1.47,0.48,0.99
2023-24,Sporting Lagos,Abia Warriors,4,2,Home Win,1.63,0.68,1.72,0.8,1.67,0.74,0.93
2023-24,Sporting Lagos,Akwa United,2,1,Home Win,1.63,0.68,1.35,0.56,1.49,0.62,0.87
2023-24,Sporting Lagos,Bayelsa United,1,1,Draw,1.63,0.68,1.37,0.61,1.5,0.65,0.85
2023-24,Sporting Lagos,Bendel Insurance,1,0,Home Win,1.63,0.68,1.11,0.61,1.37,0.65,0.72
2023-24,Sporting Lagos,Doma United,0,0,Draw,1.63,0.68,1.64,0.46,1.64,0.57,1.06
2023-24,Sporting Lagos,Enugu Rangers,0,0,Draw,1.63,0.68,1.12,0.68,1.38,0.68,0.7
2023-24,Sporting Lagos,Enyimba,2,1,Home Win,1.63,0.68,1.19,0.66,1.41,0.67,0.74
2023-24,Sporting Lagos,Gombe United,2,0,Home Win,1.63,0.68,2.0,0.34,1.82,0.51,1.3
2023-24,Sporting Lagos,Heartland,1,1,Draw,1.63,0.68,1.6,0.51,1.61,0.6,1.02
2023-24,Sporting Lagos,Kano Pillars,3,0,Home Win,1.63,0.68,1.73,0.67,1.68,0.68,1.0
2023-24,Sporting Lagos,Katsina United,1,0,Home Win,1.63,0.68,1.46,0.28,1.55,0.48,1.07
2023-24,Sporting Lagos,Kwara United,2,0,Home Win,1.63,0.68,1.59,0.59,1.61,0.64,0.97
2023-24,Sporting Lagos,Lobi Stars,1,1,Draw,1.63,0.68,1.64,0.58,1.63,0.63,1.0
2023-24,Sporting Lagos,Niger Tornadoes,2,1,Home Win,1.63,0.68,1.49,0.63,1.56,0.66,0.91
2023-24,Sporting Lagos,Plateau United,1,2,Away Win,1.63,0.68,1.55,0.81,1.59,0.75,0.85
2023-24,Sporting Lagos,Remo Stars,4,1,Home Win,1.63,0.68,1.38,0.75,1.51,0.72,0.79
2023-24,Sporting Lagos,Rivers United,1,0,Home Win,1.63,0.68,1.15,0.7,1.39,0.69,0.7
2023-24,Sporting Lagos,Shooting Stars,2,2,Draw,1.63,0.68,1.52,0.64,1.58,0.66,0.91
2023-24,Sporting Lagos,Sunshine Stars,1,0,Home Win,1.63,0.68,1.42,0.45,1.53,0.57,0.96
2023-24,Sunshine Stars,Abia Warriors,2,1,Home Win,1.38,0.59,1.72,0.8,1.55,0.69,0.85
2023-24,Sunshine Stars,Akwa United,2,0,Home Win,1.38,0.59,1.35,0.56,1.36,0.58,0.79
2023-24,Sunshine Stars,Bayelsa United,1,1,Draw,1.38,0.59,1.37,0.61,1.37,0.6,0.77
2023-24,Sunshine Stars,Bendel Insurance,0,0,Draw,1.38,0.59,1.11,0.61,1.24,0.6,0.64
2023-24,Sunshine Stars,Doma United,2,0,Home Win,1.38,0.59,1.64,0.46,1.51,0.53,0.98
2023-24,Sunshine Stars,Enugu Rangers,2,2,Draw,1.38,0.59,1.12,0.68,1.25,0.63,0.62
2023-24,Sunshine Stars,Enyimba,1,1,Draw,1.38,0.59,1.19,0.66,1.29,0.62,0.66
2023-24,Sunshine Stars,Gombe United,1,1,Draw,1.38,0.59,2.0,0.34,1.69,0.47,1.22
2023-24,Sunshine Stars,Heartland,1,1,Draw,1.38,0.59,1.6,0.51,1.49,0.55,0.94
2023-24,Sunshine Stars,Kano Pillars,1,0,Home Win,1.38,0.59,1.73,0.67,1.56,0.63,0.93
2023-24,Sunshine Stars,Katsina United,1,0,Home Win,1.38,0.59,1.46,0.28,1.42,0.43,0.99
2023-24,Sunshine Stars,Kwara United,1,1,Draw,1.38,0.59,1.59,0.59,1.49,0.59,0.89
2023-24,Sunshine Stars,Lobi Stars,2,0,Home Win,1.38,0.59,1.64,0.58,1.51,0.58,0.92
2023-24,Sunshine Stars,Niger Tornadoes,0,0,Draw,1.38,0.59,1.49,0.63,1.44,0.61,0.83
2023-24,Sunshine Stars,Plateau United,3,1,Home Win,1.38,0.59,1.55,0.81,1.47,0.7,0.77
2023-24,Sunshine Stars,Remo Stars,2,1,Home Win,1.38,0.59,1.38,0.75,1.38,0.67,0.71
2023-24,Sunshine Stars,Rivers United,1,0,Home Win,1.38,0.59,1.15,0.7,1.27,0.65,0.62
2023-24,Sunshine Stars,Shooting Stars,1,0,Home Win,1.38,0.59,1.52,0.64,1.45,0.62,0.83
2023-24,Sunshine Stars,Sporting Lagos,1,0,Home Win,1.38,0.59,1.63,0.42,1.51,0.51,1.0
2022-23,Akwa United,Bendel Insurance,0,2,Away Win,1.53,0.64,1.11,0.61,1.32,0.62,0.7
2022-23,Akwa United,El-Kanemi Warriors,2,0,Home Win,1.53,0.64,1.75,0.47,1.64,0.55,1.09
2022-23,Akwa United,Enyimba,1,0,Home Win,1.53,0.64,1.19,0.66,1.36,0.65,0.71
2022-23,Akwa United,Gombe United,1,0,Home Win,1.53,0.64,2.0,0.34,1.77,0.49,1.28
2022-23,Akwa United,Kwara United,3,1,Home Win,1.53,0.64,1.59,0.59,1.56,0.62,0.95
2022-23,Akwa United,Nasarawa United,2,2,Draw,1.53,0.64,1.55,0.67,1.54,0.65,0.88
2022-23,Akwa United,Plateau United,1,0,Home Win,1.53,0.64,1.55,0.81,1.54,0.72,0.82
2022-23,Akwa United,Remo Stars,3,1,Home Win,1.53,0.64,1.38,0.75,1.46,0.69,0.76
2022-23,Akwa United,Shooting Stars,2,0,Home Win,1.53,0.64,1.52,0.64,1.53,0.64,0.89
2022-23,Bendel Insurance,Akwa United,1,1,Draw,1.35,0.53,1.35,0.56,1.35,0.54,0.8
2022-23,Bendel Insurance,El-Kanemi Warriors,2,1,Home Win,1.35,0.53,1.75,0.47,1.55,0.5,1.05
2022-23,Bendel Insurance,Enyimba,1,0,Home Win,1.35,0.53,1.19,0.66,1.27,0.59,0.68
2022-23,Bendel Insurance,Gombe United,0,0,Draw,1.35,0.53,2.0,0.34,1.67,0.43,1.24
2022-23,Bendel Insurance,Kwara United,1,1,Draw,1.35,0.53,1.59,0.59,1.47,0.56,0.91
2022-23,Bendel Insurance,Nasarawa United,1,0,Home Win,1.35,0.53,1.55,0.67,1.45,0.6,0.85
2022-23,Bendel Insurance,Plateau United,2,1,Home Win,1.35,0.53,1.55,0.81,1.45,0.67,0.78
2022-23,Bendel Insurance,Remo Stars,3,0,Home Win,1.35,0.53,1.38,0.75,1.36,0.64,0.72
2022-23,Bendel Insurance,Shooting Stars,1,1,Draw,1.35,0.53,1.52,0.64,1.43,0.59,0.85
2022-23,El-Kanemi Warriors,Akwa United,1,1,Draw,1.09,0.6,1.35,0.56,1.22,0.58,0.64
2022-23,El-Kanemi Warriors,Bendel Insurance,0,1,Away Win,1.09,0.6,1.11,0.61,1.1,0.61,0.49
2022-23,El-Kanemi Warriors,Enyimba,0,1,Away Win,1.09,0.6,1.19,0.66,1.14,0.63,0.51
2022-23,El-Kanemi Warriors,Gombe United,0,0,Draw,1.09,0.6,2.0,0.34,1.54,0.47,1.07
2022-23,El-Kanemi Warriors,Kwara United,1,2,Away Win,1.09,0.6,1.59,0.59,1.34,0.6,0.74
2022-23,El-Kanemi Warriors,Nasarawa United,2,1,Home Win,1.09,0.6,1.55,0.67,1.32,0.64,0.68
2022-23,El-Kanemi Warriors,Plateau United,2,2,Draw,1.09,0.6,1.55,0.81,1.32,0.71,0.61
2022-23,El-Kanemi Warriors,Remo Stars,1,2,Away Win,1.09,0.6,1.38,0.75,1.23,0.68,0.56
2022-23,El-Kanemi Warriors,Shooting Stars,0,0,Draw,1.09,0.6,1.52,0.64,1.3,0.62,0.68
2022-23,Enyimba,Akwa United,0,0,Draw,1.55,0.57,1.35,0.56,1.45,0.56,0.89
2022-23,Enyimba,Bendel Insurance,1,1,Draw,1.55,0.57,1.11,0.61,1.33,0.59,0.74
2022-23,Enyimba,El-Kanemi Warriors,2,0,Home Win,1.55,0.57,1.75,0.47,1.65,0.52,1.13
2022-23,Enyimba,Gombe United,5,0,Home Win,1.55,0.57,2.0,0.34,1.78,0.45,1.32
2022-23,Enyimba,Kwara United,3,0,Home Win,1.55,0.57,1.59,0.59,1.57,0.58,0.99
2022-23,Enyimba,Nasarawa United,1,1,Draw,1.55,0.57,1.55,0.67,1.55,0.62,0.93
2022-23,Enyimba,Plateau United,2,1,Home Win,1.55,0.57,1.55,0.81,1.55,0.69,0.86
2022-23,Enyimba,Remo Stars,1,1,Draw,1.55,0.57,1.38,0.75,1.47,0.66,0.81
2022-23,Enyimba,Shooting Stars,2,0,Home Win,1.55,0.57,1.52,0.64,1.54,0.61,0.93
2022-23,Gombe United,Akwa United,0,1,Away Win,1.28,0.87,1.35,0.56,1.31,0.72,0.6
2022-23,Gombe United,Bendel Insurance,0,0,Draw,1.28,0.87,1.11,0.61,1.19,0.74,0.45
2022-23,Gombe United,El-Kanemi Warriors,1,0,Home Win,1.28,0.87,1.75,0.47,1.51,0.67,0.84
2022-23,Gombe United,Enyimba,1,2,Away Win,1.28,0.87,1.19,0.66,1.23,0.76,0.47
2022-23,Gombe United,Kwara United,1,0,Home Win,1.28,0.87,1.59,0.59,1.44,0.73,0.7
2022-23,Gombe United,Nasarawa United,1,1,Draw,1.28,0.87,1.55,0.67,1.41,0.77,0.64
2022-23,Gombe United,Plateau United,3,2,Home Win,1.28,0.87,1.55,0.81,1.42,0.84,0.57
2022-23,Gombe United,Remo Stars,0,1,Away Win,1.28,0.87,1.38,0.75,1.33,0.81,0.52
2022-23,Gombe United,Shooting Stars,2,1,Home Win,1.28,0.87,1.52,0.64,1.4,0.76,0.64
2022-23,Kwara United,Akwa United,2,1,Home Win,1.36,0.47,1.35,0.56,1.35,0.51,0.84
2022-23,Kwara United,Bendel Insurance,0,1,Away Win,1.36,0.47,1.11,0.61,1.23,0.54,0.7
2022-23,Kwara United,El-Kanemi Warriors,2,0,Home Win,1.36,0.47,1.75,0.47,1.55,0.47,1.08
2022-23,Kwara United,Enyimba,1,2,Away Win,1.36,0.47,1.19,0.66,1.27,0.56,0.71
2022-23,Kwara United,Gombe United,0,0,Draw,1.36,0.47,2.0,0.34,1.68,0.4,1.27
2022-23,Kwara United,Nasarawa United,1,0,Home Win,1.36,0.47,1.55,0.67,1.45,0.57,0.88
2022-23,Kwara United,Plateau United,1,1,Draw,1.36,0.47,1.55,0.81,1.46,0.64,0.82
2022-23,Kwara United,Remo Stars,0,0,Draw,1.36,0.47,1.38,0.75,1.37,0.61,0.76
2022-23,Kwara United,Shooting Stars,0,1,Away Win,1.36,0.47,1.52,0.64,1.44,0.55,0.88
2022-23,Nasarawa United,Akwa United,0,3,Away Win,1.41,0.69,1.35,0.56,1.38,0.62,0.76
2022-23,Nasarawa United,Bendel Insurance,1,1,Draw,1.41,0.69,1.11,0.61,1.26,0.65,0.61
2022-23,Nasarawa United,El-Kanemi Warriors,1,2,Away Win,1.41,0.69,1.75,0.47,1.58,0.58,1.0
2022-23,Nasarawa United,Enyimba,1,2,Away Win,1.41,0.69,1.19,0.66,1.3,0.67,0.63
2022-23,Nasarawa United,Gombe United,1,1,Draw,1.41,0.69,2.0,0.34,1.7,0.51,1.19
2022-23,Nasarawa United,Kwara United,2,0,Home Win,1.41,0.69,1.59,0.59,1.5,0.64,0.86
2022-23,Nasarawa United,Plateau United,1,2,Away Win,1.41,0.69,1.55,0.81,1.48,0.75,0.73
2022-23,Nasarawa United,Remo Stars,2,0,Home Win,1.41,0.69,1.38,0.75,1.4,0.72,0.68
2022-23,Nasarawa United,Shooting Stars,1,0,Home Win,1.41,0.69,1.52,0.64,1.46,0.66,0.8
2022-23,Plateau United,Akwa United,1,0,Home Win,1.78,0.49,1.35,0.56,1.56,0.52,1.04
2022-23,Plateau United,Bendel Insurance,1,1,Draw,1.78,0.49,1.11,0.61,1.44,0.55,0.9
2022-23,Plateau United,El-Kanemi Warriors,5,0,Home Win,1.78,0.49,1.75,0.47,1.76,0.48,1.28
2022-23,Plateau United,Enyimba,2,1,Home Win,1.78,0.49,1.19,0.66,1.48,0.57,0.91
2022-23,Plateau United,Gombe United,2,0,Home Win,1.78,0.49,2.0,0.34,1.89,0.41,1.48
2022-23,Plateau United,Kwara United,1,0,Home Win,1.78,0.49,1.59,0.59,1.69,0.54,1.15
2022-23,Plateau United,Nasarawa United,1,0,Home Win,1.78,0.49,1.55,0.67,1.66,0.58,1.08
2022-23,Plateau United,Remo Stars,1,2,Away Win,1.78,0.49,1.38,0.75,1.58,0.62,0.96
2022-23,Plateau United,Shooting Stars,3,3,Draw,1.78,0.49,1.52,0.64,1.65,0.56,1.08
2022-23,Remo Stars,Akwa United,1,0,Home Win,1.71,0.36,1.35,0.56,1.53,0.46,1.07
2022-23,Remo Stars,Bendel Insurance,1,1,Draw,1.71,0.36,1.11,0.61,1.41,0.48,0.93
2022-23,Remo Stars,El-Kanemi Warriors,2,0,Home Win,1.71,0.36,1.75,0.47,1.73,0.41,1.32
2022-23,Remo Stars,Enyimba,1,0,Home Win,1.71,0.36,1.19,0.66,1.45,0.51,0.95
2022-23,Remo Stars,Gombe United,0,0,Draw,1.71,0.36,2.0,0.34,1.86,0.35,1.51
2022-23,Remo Stars,Kwara United,4,0,Home Win,1.71,0.36,1.59,0.59,1.65,0.48,1.18
2022-23,Remo Stars,Nasarawa United,1,0,Home Win,1.71,0.36,1.55,0.67,1.63,0.51,1.11
2022-23,Remo Stars,Plateau United,1,1,Draw,1.71,0.36,1.55,0.81,1.63,0.58,1.05
2022-23,Remo Stars,Shooting Stars,2,0,Home Win,1.71,0.36,1.52,0.64,1.62,0.5,1.12
2022-23,Shooting Stars,Akwa United,2,2,Draw,1.52,0.51,1.35,0.56,1.43,0.53,0.9
2022-23,Shooting Stars,Bendel Insurance,2,2,Draw,1.52,0.51,1.11,0.61,1.32,0.56,0.76
2022-23,Shooting Stars,El-Kanemi Warriors,1,0,Home Win,1.52,0.51,1.75,0.47,1.64,0.49,1.15
2022-23,Shooting Stars,Enyimba,0,0,Draw,1.52,0.51,1.19,0.66,1.36,0.58,0.77
2022-23,Shooting Stars,Gombe United,1,0,Home Win,1.52,0.51,2.0,0.34,1.76,0.42,1.34
2022-23,Shooting Stars,Kwara United,0,0,Draw,1.52,0.51,1.59,0.59,1.56,0.55,1.01
2022-23,Shooting Stars,Nasarawa United,2,0,Home Win,1.52,0.51,1.55,0.67,1.53,0.59,0.94
2022-23,Shooting Stars,Plateau United,3,2,Home Win,1.52,0.51,1.55,0.81,1.54,0.66,0.88
2022-23,Shooting Stars,Remo Stars,1,1,Draw,1.52,0.51,1.38,0.75,1.45,0.63,0.82
2022-23,Abia Warriors,Bayelsa United,3,1,Home Win,1.51,0.49,1.37,0.61,1.44,0.55,0.89
2022-23,Abia Warriors,Dakkada,3,0,Home Win,1.51,0.49,1.89,0.5,1.7,0.5,1.2
2022-23,Abia Warriors,Doma United,2,0,Home Win,1.51,0.49,1.64,0.46,1.57,0.48,1.1
2022-23,Abia Warriors,Enugu Rangers,2,1,Home Win,1.51,0.49,1.12,0.68,1.31,0.58,0.73
2022-23,Abia Warriors,Lobi Stars,0,1,Away Win,1.51,0.49,1.64,0.58,1.57,0.53,1.04
2022-23,Abia Warriors,Niger Tornadoes,1,0,Home Win,1.51,0.49,1.49,0.63,1.5,0.56,0.94
2022-23,Abia Warriors,Rivers United,0,0,Draw,1.51,0.49,1.15,0.7,1.33,0.6,0.73
2022-23,Abia Warriors,Sunshine Stars,2,1,Home Win,1.51,0.49,1.42,0.45,1.47,0.47,0.99
2022-23,Abia Warriors,Wikki Tourists,1,1,Draw,1.51,0.49,1.5,0.5,1.5,0.5,1.01
2022-23,Bayelsa United,Abia Warriors,5,1,Home Win,1.71,0.95,1.72,0.8,1.71,0.87,0.84
2022-23,Bayelsa United,Dakkada,1,1,Draw,1.71,0.95,1.89,0.5,1.8,0.72,1.08
2022-23,Bayelsa United,Doma United,1,1,Draw,1.71,0.95,1.64,0.46,1.68,0.7,0.97
2022-23,Bayelsa United,Enugu Rangers,1,1,Draw,1.71,0.95,1.12,0.68,1.42,0.81,0.6
2022-23,Bayelsa United,Lobi Stars,3,0,Home Win,1.71,0.95,1.64,0.58,1.67,0.76,0.91
2022-23,Bayelsa United,Niger Tornadoes,2,0,Home Win,1.71,0.95,1.49,0.63,1.6,0.79,0.81
2022-23,Bayelsa United,Rivers United,2,2,Draw,1.71,0.95,1.15,0.7,1.43,0.82,0.61
2022-23,Bayelsa United,Sunshine Stars,2,1,Home Win,1.71,0.95,1.42,0.45,1.57,0.7,0.87
2022-23,Bayelsa United,Wikki Tourists,2,1,Home Win,1.71,0.95,1.5,0.5,1.6,0.72,0.88
2022-23,Dakkada,Abia Warriors,2,4,Away Win,1.54,0.89,1.72,0.8,1.63,0.85,0.78
2022-23,Dakkada,Bayelsa United,1,1,Draw,1.54,0.89,1.37,0.61,1.45,0.75,0.7
2022-23,Dakkada,Doma United,1,0,Home Win,1.54,0.89,1.64,0.46,1.59,0.68,0.91
2022-23,Dakkada,Enugu Rangers,1,1,Draw,1.54,0.89,1.12,0.68,1.33,0.78,0.54
